texto,label
"Gilmar Mendes é o ministro titular do Supremo Tribunal Federal (STF). Ele é dono de uma faculdade em Portugal e viaja a cada dez dias para verificar o desempenho da instituição. Segundo a imprensa, o governo custeia sua viagem. Só no ano passado, ele viajou cerca de 40 vezes",0
"Pix, minerais críticos e tarifas: o que o governo Lula quer discutir com Trump na economia",1
"Ministro Fernando Haddad quer taxar doenças como câncer, AIDS e tuberculose",0
Flávio critica Lula com imagens gravadas durante gestão do pai; governistas reagem,1
"Depois de gastar milhões em hoteis de luxo, Lula, candidato, ficará em embaixada nos EUA",1
Eliane Cantanhêde disse que Bolsonaro precisa ser preso por ser popular,0
"Genial/Quaest: Lula tem 55% de rejeição, Flávio Bolsonaro 52%, Caiado 32% e Zema 31%",1
Ministro do Supremo Tribunal Federal (STF) Alexandre de Moraes assinou documento falso que prendeu Filipe Garcia Martins.,0
"Lula diz, em áudio, que só venceu a eleição porque o povo nordestino é analfabeto",0
Deputado do PDT deve desistir de disputar a presidência da Alerj e aliado de Castro tende a ser candidato único,1
Datafolha: Moraes é o ministro com maior índice de aprovação. Contas!,1
Datafolha: pesquisa mostra que 59% defendem prisão domiciliar de Bolsonaro,1
"STF é essencial para manter a democracia para 71% dos brasileiros, diz Datafolha",1
Papa Leão 14 menciona Lula e Bolsonaro,0
"Fotos mostram a primeira-dama, Janja da Silva, grávida ao lado do presidente Lula",0
"""PERNAMBUCO SURPREENDE O BRASIL. Nova pesquisa mostra um cenário que muita gente não esperava ver no Nordeste. Flávio Bolsonaro: 50,5% Lula: 38,1% Aldo Rebelo: 5,8%.Se esses números se confirmarem, não é apenas uma pesquisa. É uma mudança de vento político""",0
"PT fica sem candidato ao governo do Rio Grande do Sul pela primeira vez, após pressão de Lula",1
"Você sabe quem foi o meu ministro da Educação? É o Mendonça Filho, que é do DEM, um partido que apoia a sua candidatura.",0
Chiquinho Brazão não pode ser preso diz STF e Moraes manda soltar,0
"Quem que apresentou projeto que ataca a corrupção nos últimos governos durante todos esses escândalos de corrupção, pelo menos desde 2014? Praticamente ninguém apresentou nada.",0
PT doou R$ 14 bilhões do BNDES para governo de Angola,0
Bolsonaro confessou: Lula foi preso em 2018 para eu vencer as eleições,0
El Pollo Carvajal tem provas de financiamento ilegal do governo da Venezuela ao PT,0
Oposição celebra rejeição de Messias ao STF enquanto governo atribuiu derrota a 'chantagem política',1
Congresso derruba veto de Lula a PL que pode reduzir pena de Bolsonaro,1
TSE admite que PT tem ligação com PCC,0
Lula percebeu que está isolado e pode ter menos tempo de TV que os adversários na campanha,1
Policiais da Lava Jato visitaram filho do Lula e encontraram recibo de cremação e dinheiro sem numeração,0
"Aqueles que tentam chegar ao poder de forma a saltar a eleição direta, eles oscilam entre invenções, falácias, porque não há como justificar o atentado que querem cometer contra a democracia. E é isso que nós chamamos de golpe. Alegam, em alguns momentos, que o motivo seria o que nós fizemos no Orçamento Federal. Ocultam que jamais houve nenhum desvio no que eles apontam como sendo o problema. Eles não sustentam, não sustentam qualquer argumento, porque não houve irregularidade.",0
Revista Charlie Hebdo afirmou que STF considera Lula um santo,0
Flávio Bolsonaro ainda enfrenta desconfiança em seu grupo político,1
Governadores de 12 estados assinaram carta pedindo ao Senado intervenção federal no STF,0
Lula em entrevista ao El País fala sobre mulheres no PT e economia,0
Nova pesquisa mostra Flávio Bolsonaro à frente de Lula em Pernambuco,0
Flávio tende a estagnar? Lula pode reagir? Cientista político analisa tendências das pesquisas,1
"Deputado preso no Rio usou transportadora de valores para movimentar propina, aponta PF",1
Carlos Bolsonaro quer ser ministro de Flávio para reativar gabinete do ódio,1
Novo ministro de Lula é contra desoneração para compensar impacto do fim da escala 6x1,1
"Fernando Haddad: ‘Maduro, para mim, é um exemplo e inspiração. Há problemas na Venezuela? Há. Mas a culpa é da oposição que não colabora’.",0
Gleisi detona editorial da Folha por “terrorismo fiscal” contra o governo,1
O ministro do Supremo Tribunal Federal Flávio Dino anulou uma sentença judicial em benefício próprio,0
"Após Datafolha, Lula critica Faria Lima: ""Querem política para taxa de juros deles""",1
Apoiador diz em vídeo que sentiu orgulho do momento em que Lula foi preso,0
"Lula tem 40,4% e Flávio Bolsonaro, 37%, em cenário de 1º turno, mostra pesquisa Meio/Ideia",1
Por que o PT nunca ganhou as eleições para o governo de São Paulo,1
Ministro da Saúde critica Flávio Bolsonaro: 'Bolsonarinho é antivacina',1
Impeachment de Dilma: os efeitos políticos de 2016 uma década depois,1
"STF, Congresso e governo Lula: entenda o que está em jogo na ‘corrida desesperada’ das delações",1
Cantor gospel que teve perfil suspenso por Moraes é pré-candidato a deputado federal,1
"Lula recebe muçulmanos e a Operação Acolhida, do governo federal, está pagando R$ 7 mil por mês e dando moradia a refugiados da Palestina e de outros países.",0
VÍDEO – “Estou motivado”: Lula confirma que será candidato à reeleição,1
"Derrota em dose dupla: o governo Lula virou ""refém"" do Congresso?",1
"Haddad diz: ""Eu gosto é de taxar os pobres. Não vou mentir para você que 98% da população brasileira é pobre. Como a gente só tem 2% de milionários, eu não acho justo taxar essa pouca quantidade de milionários sendo que temos 98% de pobres no Brasil. Se a gente taxar todos os pobres, a gente vai ter mais lucro para o nosso governo do que se a gente taxar todos os ricos""",0
"VÍDEO – Lula descarta Bolsonaro, mas lembra de Flávio na Espanha: “O extremismo não acabou”",1
"Por que foto com Trump pode ser valiosa para Lula na eleição, segundo analistas",1
"Gasolina, gás, café e picanha eram mais baratos no governo Bolsonaro que no governo Lula.",0
Haddad diz que governo vai taxar tudo para ganhar apoio nas eleições 2026,0
Flávio já é mais competitivo contra Lula do que foi Bolsonaro nos maiores estados do país,1
O mentor da proposta do código de ética sugerido pelo PT ao STF,1
Pesquisa Quaest indica o principal problema para Lula e os motivos para avanço de Flávio,1
Governo Lula transferiu 84 milhões do Bolsa Família para Secom,0
"Flávio Bolsonaro disse que vai privatizar o SUS, caso seja eleito presidente.",0
A revista francesa Charlie Hebdo publicou capa satirizando o STF e Lula,0
Dilma Rousseff copiando Rodrigo Janot declarou: ‘estive a ponto de cometer suicídio e em seguida matar o Sérgio Moro…,0
"Não caiam na nova jogada suja da esquerda. Pegaram um vídeo antigo no YouTube do então Deputado federal BOLSONARO, onde ele pede para que a população compareça às manifestações do dia 15 de março. Só que essas manifestações eram sobre o impeachment da Dilma.",0
"A pedido do PT, Justiça proibiu o plantio de soja em Mato Grosso até dezembro, prejudicando os produtores. MST vai fiscalizar o agronegócio caso Lula seja eleito.",0
Candidato a Provedor defende a sua independência política,1
Lula e Janja foram citados em delação de Vorcaro,0
"Ministro André Mendonça, do STF, não quer permitir a quebra de sigilo do Banco Master",0
Análise: Pesquisa Genial/Quaest mostra que Lula paga preço por guerra do Irã,1
CCJ dos Estados Unidos aprova cancelamento de vistos dos ministros do STF brasileiro,0
Pesquisa Datafolha não tem registro no TSE,0
Polícia Federal apreendeu 60 baús no Porto de Santos com bilhões do Brasil que iam para Cuba e voltavam para financiar a guerrilha armada do PT,0
"‘Eu não decidi se serei candidato ainda’, diz Lula",1
Lula fez ligação para articular soltura de Poze do Rodo com ministros do Supremo,0
Imprensa francesa destaca revés de Lula após derrubada de veto que beneficia Bolsonaro,1
Homem tentou matar o presidente Jair Bolsonaro na Expodireto,0
"Eleitores de Lula e de Bolsonaro dividem uma opinião sobre a Copa, segundo Datafolha",1
Líder do PT diz que base do governo vai recorrer ao STF após derrubada do veto ao PL da Dosimetria,1
Valdemar delata Bolsonaro pessoalmente a ministros do STF e PGR vai para cima no caso Marielle Franco,0
Maduro implica Obama em investigação de fraude eleitoral e tráfico de drogas,0
Moraes solicitou a PGR pedido de prisão contra Bolsonaro,0
PGR pede condenação de Gleisi Hoffmann em outubro de 2025 por corrupção e lavagem de dinheiro,0
LULA SENDO LULA !!! .... VAIADO EM UM PAIS SOCIALISTA ( FRANÇA ) . - FALAR MAU DO MINISTRO SÉRGIO MORO”.,0
"Patrimônio de Wagner Moura foi de US$ 26,8 milhões para US$ 40 milhões no governo Lula",0
NARCOTRÁFICO & COMUNISMO. Em 2015 eu postei esta foto que foi retirada pelo Facebook que disse que a foto estava denegrindo a imagem da Presidente Dilma. Hoje com a delação do Palocci confirmando as ligações do narcotráfico com financiamento das campanhas dos políticos comunistas; eu volto a postar a DITA FOTO que em 2015 foi CENSURADA. Será que serei censurado pela censura comunista com prova?,0
"Publicação afirma que o site Intercept publicou a denúncia de que o deputado Eduardo Bolsonaro doou R$ 160 mil em dinheiro público para a campanha de Donald Trump, que é novamente candidato à presidência dos EUA. O post utiliza uma foto do candidato ao lado do filho de Jair Bolsonaro e do deputado Mário Frias (PL-SP).",0
Disputa por vaga no TCU amplia desgaste entre Michelle e Flávio Bolsonaro,1
"Após eleição de Trump, Gilmar Mendes diz que não houve tentativa de golpe",0
O que prevê projeto para fim da escala 6x1 que governo Lula mandou para o Congresso,1
"Luiz Fux disse que ministros do STF estão mais preocupados em perseguir Jair Bolsonaro, do que em cumprir a lei.",0
O nome de Jair Bolsonaro não aparece no relatório de indiciamento da Polícia Federal sobre o golpe de estado,0
"Governo Lula ACABA de ANUNCIAR que IRÁ SUSPENDER todos contratos com a Starlink, companhia de Elon Musk",0
Manifesto do PT ignora corrupção e defende socialismo democrático no Brasil,1
O clube dos países ricos OCDE chamou o STF de “cúmplice da corrupção”,0
"Trump sobre Bolsonaro: ""Ele que se entenda com a justiça, não vou me indispor com o governo Brasileiro para livrar ninguém da cadeia""",0
